# x y r theta psi omega ur utheta ux uy speed
9.2633113745e-02 2.4131751164e-01 2.5848604447e-01 1.2042771839e+00 3.1161583336e-01 1.9298078026e-21 4.6239723082e-01 -3.6458186965e+01 3.4202358083e+01 -1.2633760703e+01 3.6461119126e+01
9.2966764005e-02 2.4218670029e-01 2.5941707154e-01 1.2042771839e+00 3.4550027899e-01 1.9942227548e-21 5.1079523232e-01 -3.6331882919e+01 3.4101787391e+01 -1.2543313954e+01 3.6335473414e+01
9.3336626771e-02 2.4315022574e-01 2.6044914700e-01 1.2042771839e+00 3.8292566151e-01 2.0553052174e-21 5.6384070079e-01 -3.6193449598e+01 3.3991558548e+01 -1.2444181678e+01 3.6197841236e+01
9.3746632339e-02 2.4421832676e-01 2.6159323806e-01 1.2042771839e+00 4.2424700142e-01 2.1093303831e-21 6.2191126794e-01 -3.6041901128e+01 3.3870886493e+01 -1.2335658018e+01 3.6047266339e+01
9.4201137584e-02 2.4540235340e-01 2.6286150227e-01 1.2042771839e+00 4.6985182272e-01 2.1511954658e-21 6.8540046616e-01 -3.5876210044e+01 3.3738953034e+01 -1.2217007371e+01 3.5882756596e+01
9.4704972246e-02 2.4671488757e-01 2.6426741668e-01 1.2042771839e+00 5.2016252432e-01 2.1740821730e-21 7.5471497956e-01 -3.5695314445e+01 3.3594912543e+01 -1.2087469513e+01 3.5703292117e+01
9.5263490260e-02 2.4816987674e-01 2.6582592104e-01 1.2042771839e+00 5.7563881486e-01 2.1691199040e-21 8.3027095978e-01 -3.5498127579e+01 3.3437899587e+01 -1.1946266477e+01 3.5507835917e+01
9.5882626648e-02 2.4978278217e-01 2.6755357662e-01 1.2042771839e+00 6.3678019492e-01 2.1251229660e-21 9.1248926738e-01 -3.5283550241e+01 3.3267038790e+01 -1.1792611433e+01 3.5295347488e+01
9.6568960582e-02 2.5157074320e-01 2.6946874213e-01 1.2042771839e+00 7.0412846868e-01 2.0285348033e-21 1.0017895029e+00 -3.5050486311e+01 3.3081457209e+01 -1.1625719838e+01 3.5064799626e+01
9.7329785303e-02 2.5355275936e-01 2.7159176881e-01 1.2042771839e+00 7.7827026727e-01 1.8637981768e-21 1.0985827020e+00 -3.4797861787e+01 3.2880299478e+01 -1.1444823070e+01 3.4815198820e+01
9.8173185618e-02 2.5574989230e-01 2.7394521676e-01 1.2042771839e+00 8.5983956738e-01 1.6144791308e-21 1.2032625922e+00 -3.4524647563e+01 3.2662745945e+01 -1.1249184752e+01 3.4545609420e+01
9.9108123813e-02 2.5818548957e-01 2.7655409458e-01 1.2042771839e+00 9.4952019288e-01 1.2655811041e-21 1.3161953453e+00 -3.4229886137e+01 3.2428033926e+01 -1.1038119896e+01 3.4255181727e+01
1.0014453489e-01 2.6088543273e-01 2.7944612518e-01 1.2042771839e+00 1.0480482947e+00 8.0752918279e-22 1.4377078128e+00 -3.3912722274e+01 3.2175482125e+01 -1.0811016872e+01 3.3943183937e+01
1.0129343214e-01 2.6387841238e-01 2.8265204035e-01 1.2042771839e+00 1.1562148159e+00 2.4214994055e-22 1.5680743044e+00 -3.3572437473e+01 3.1904518067e+01 -1.0567362100e+01 3.3609037696e+01
1.0256702417e-01 2.6719623305e-01 2.8620590735e-01 1.2042771839e+00 1.2748679655e+00 -4.0960109357e-22 1.7075020674e+00 -3.3208487845e+01 3.1614708261e+01 -1.0306767188e+01 3.3252356733e+01
1.0397884464e-01 2.7087415113e-01 2.9014549089e-01 1.2042771839e+00 1.4049157495e+00 -1.0996733983e-21 1.8561157337e+00 -3.2820544686e+01 3.1305790495e+01 -1.0028997984e+01 3.2872987681e+01
1.0554389609e-01 2.7495124954e-01 2.9451265444e-01 1.2042771839e+00 1.5473286351e+00 -1.7482987162e-21 2.0139411439e+00 -3.2408536696e+01 3.0977707469e+01 -9.7340048116e+00 3.2471051873e+01
1.0727880933e-01 2.7947085306e-01 2.9935380512e-01 1.2042771839e+00 1.7031424661e+00 -2.2486909391e-21 2.1808890997e+00 -3.1972692419e+01 3.0630640580e+01 -9.4219528480e+00 3.2046986408e+01
1.0920202020e-01 2.8448098868e-01 3.0472038680e-01 1.2042771839e+00 1.8734617894e+00 -2.4879612037e-21 2.3567397553e+00 -3.1513581032e+01 3.0265042414e+01 -9.0932513112e+00 3.1601582424e+01
1.1133396546e-01 2.9003489595e-01 3.1066942678e-01 1.2042771839e+00 2.0594638101e+00 -2.3870877522e-21 2.5411285035e+00 -3.1032149272e+01 2.9881666164e+01 -8.7485798724e+00 3.1136018090e+01
1.1369729995e-01 2.9619159278e-01 3.1726414176e-01 1.2042771839e+00 2.2624032465e+00 -1.9502796606e-21 2.7335343366e+00 -3.0529751941e+01 2.9481589933e+01 -8.3889104513e+00 3.0651883524e+01
1.1631713733e-01 3.0301650251e-01 3.2457460965e-01 1.2042771839e+00 2.4836184241e+00 -1.2953481778e-21 2.9332717422e+00 -3.0008173200e+01 2.9066233714e+01 -8.0155224152e+00 3.0151194701e+01
1.1922131699e-01 3.1058214917e-01 3.3267851420e-01 1.2042771839e+00 2.7245390051e+00 -6.2739162167e-22 3.1394872103e+00 -2.9469635849e+01 2.8637366799e+01 -7.6300091643e+00 2.9636393455e+01
1.2244069981e-01 3.1896892815e-01 3.4166197052e-01 1.2042771839e+00 2.9866958098e+00 -1.4399412619e-22 3.3511613588e+00 -2.8916795938e+01 2.8197103510e+01 -7.2342742173e+00 2.9110330980e+01
1.2600949616e-01 3.2826596049e-01 3.5162044016e-01 1.2042771839e+00 3.2717332312e+00 7.5068458011e-23 3.5671175089e+00 -2.8352720511e+01 2.7747885494e+01 -6.8305152281e+00 2.8576232916e+01
1.2996562939e-01 3.3857203991e-01 3.6265974553e-01 1.2042771839e+00 3.5814247770e+00 9.7039614696e-23 3.7860372682e+00 -2.7780847006e+01 2.7292449409e+01 -6.4211948904e+00 2.8037645025e+01
1.3435113885e-01 3.4999668265e-01 3.7489719441e-01 1.2042771839e+00 3.9176922794e+00 4.9952133864e-23 4.0064832847e+00 -2.7204923867e+01 2.6833779626e+01 -6.0089984102e+00 2.7498359786e+01
1.3921262660e-01 3.6266129122e-01 3.8846282648e-01 1.2042771839e+00 4.2826292996e+00 1.4562626798e-23 4.2269288678e+00 -2.6628933152e+01 2.6375046600e+01 -5.5967781169e+00 2.6962325724e+01
1.4460175262e-01 3.7670044448e-01 4.0350079520e-01 1.2042771839e+00 4.6785292090e+00 2.4210439078e-24 4.4457936448e+00 -2.6056997320e+01 2.5919532623e+01 -5.1874867737e+00 2.6433542904e+01
1.5057578376e-01 3.9226332768e-01 4.2017089963e-01 1.2042771839e+00 5.1079183597e+00 2.1953143286e-25 4.6614838879e+00 -2.5493273814e+01 2.5470547863e+01 -4.7841021478e+00 2.5915949564e+01
1.5719820231e-01 4.0951531783e-01 4.3865028251e-01 1.2042771839e+00 5.5735946652e+00 1.0752636260e-26 4.8724356756e+00 -2.4941842291e+01 2.5031340546e+01 -4.3895463037e+00 2.5413306087e+01
1.6453938056e-01 4.2863974100e-01 4.5913531265e-01 1.2042771839e+00 6.0786718095e+00 3.1864967837e-28 5.0771586794e+00 -2.4406590340e+01 2.4605005964e+01 -4.0066037701e+00 2.4929083262e+01
1.7267732859e-01 4.4983982044e-01 4.8184367160e-01 1.2042771839e+00 6.6266291968e+00 6.9580602107e-30 5.2742781708e+00 -2.3891104036e+01 2.4194399349e+01 -3.6378431015e+00 2.4466361852e+01
1.8169852328e-01 4.7334083608e-01 5.0701666685e-01 1.2042771839e+00 7.2213676644e+00 1.2672544018e-31 5.4625728428e+00 -2.3398569639e+01 2.3802057652e+01 -3.2855463395e+00 2.4027749858e+01
1.9169882721e-01 4.9939251848e-01 5.3492179602e-01 1.2042771839e+00 7.8672709137e+00 1.9250276714e-33 5.6410062632e+00 -2.2931692100e+01 2.3430134739e+01 -2.9516504445e+00 2.3615322446e+01
2.0278450732e-01 5.2827170250e-01 5.6585558942e-01 1.2042771839e+00 8.5692725938e+00 2.3210799176e-35 5.8087502032e+00 -2.2492634867e+01 2.3080353552e+01 -2.6377039449e+00 2.3230587641e+01
2.1507336418e-01 5.6028526914e-01 6.0014676104e-01 1.2042771839e+00 9.3329289916e+00 2.1606304823e-37 5.9651986854e+00 -2.2082983869e+01 2.2753977520e+01 -2.3448409160e+00 2.2874478615e+01
2.2869598377e-01 5.9577340645e-01 6.3815970166e-01 1.2042771839e+00 1.0164497363e+01 1.5503852064e-39 6.1099722968e+00 -2.1703736719e+01 2.2451802027e+01 -2.0737730828e+00 2.2547371223e+01
2.4379712511e-01 6.3511322462e-01 6.8029835095e-01 1.2042771839e+00 1.1071020066e+01 8.6652375053e-42 6.2429130390e+00 -2.1355316284e+01 2.2174165229e+01 -1.8247994911e+00 2.2249123506e+01
2.6053725855e-01 6.7872276321e-01 7.2701048988e-01 1.2042771839e+00 1.2060414833e+01 3.8232212680e-44 6.3640706594e+00 -2.1037606103e+01 2.1920976231e+01 -1.5978319619e+00 2.1979132510e+01
2.7909427100e-01 7.2706543341e-01 7.7879249904e-01 1.2042771839e+00 1.3141571721e+01 1.3489328968e-46 6.4736819447e+00 -2.0750003812e+01 2.1691757533e+01 -1.3924335681e+00 2.1736403017e+01
2.9966535618e-01 7.8065494245e-01 8.3619463336e-01 1.2042771839e+00 1.4324457519e+01 3.8493836365e-49 6.5721448112e+00 -2.0491487864e+01 2.1485698040e+01 -1.2078667330e+00 2.1519622727e+01
3.2246911010e-01 8.4006075241e-01 8.9982686930e-01 1.2042771839e+00 1.5620228634e+01 8.9708540619e-52 6.6599891812e+00 -2.0260692495e+01 2.1301712608e+01 -1.0431472857e+00 2.1327238834e+01
3.4774785394e-01 9.0591413157e-01 9.7036538670e-01 1.2042771839e+00 1.7041353696e+01 1.7213630703e-54 6.7378465905e+00 -2.0055986009e+01 2.1138504239e+01 -8.9710088865e-01 2.1157531791e+01
3.7577020906e-01 9.7891486245e-01 1.0485597541e+00 1.2042771839e+00 1.8601747393e+01 2.7385494511e-57 6.8064202700e+00 -1.9875547958e+01 2.0994625416e+01 -7.6841862936e-01 2.1008683051e+01
4.0683395143e-01 1.0598386780e+00 1.1352408940e+00 1.2042771839e+00 2.0316917239e+01 3.6337119167e-60 6.8664571273e+00 -1.9717441588e+01 2.0868535688e+01 -6.5570913859e-01 2.0878834648e+01
4.4126917597e-01 1.1495455049e+00 1.2313299125e+00 1.2042771839e+00 2.2204125179e+01 4.0418303152e-63 6.9187226842e+00 -1.9579678834e+01 2.0758653378e+01 -5.5754528210e-01 2.0766139430e+01
4.7944180418e-01 1.2489886012e+00 1.3378478873e+00 1.2042771839e+00 2.4282566157e+01 3.7855663700e-66 6.9639796375e+00 -1.9460276125e+01 2.0663399988e+01 -4.7250417258e-01 2.0668801592e+01
5.2175747264e-01 1.3592246864e+00 1.4559267181e+00 1.2042771839e+00 2.6573565939e+01 2.9971050507e-69 7.0029703604e+00 -1.9357300128e+01 2.0581236638e+01 -3.9919989980e-01 2.0585107775e+01
5.6866584340e-01 1.4814251701e+00 1.5868211544e+00 1.2042771839e+00 2.9100800674e+01 2.0127618217e-72 7.0364033588e+00 -1.9268903340e+01 2.0510692442e+01 -3.3630893109e-01 2.0513449445e+01
6.2066538229e-01 1.6168886002e+00 1.7319221294e+00 1.2042771839e+00 3.1890540877e+01 1.1501225609e-75 7.0649434669e+00 -1.9193350042e+01 2.0450385222e+01 -2.8258856432e-01 2.0452337568e+01
6.7830865577e-01 1.7670544616e+00 1.8927715401e+00 1.2042771839e+00 3.4971922739e+01 5.6074580021e-79 7.0892054052e+00 -1.9129033530e+01 2.0399035286e+01 -2.3688911708e-01 2.0400410708e+01
7.4220820274e-01 1.9335184727e+00 2.0710786321e+00 1.2042771839e+00 3.8377249896e+01 2.3385898713e-82 7.1097502299e+00 -1.9074485811e+01 2.0355473210e+01 -1.9816071679e-01 2.0356437736e+01
8.1304304359e-01 2.1180495420e+00 2.2687381632e+00 1.2042771839e+00 4.2142329063e+01 8.3619422232e-86 7.1270841629e+00 -1.9028381067e+01 2.0318642650e+01 -1.6545563356e-01 2.0319316295e+01
8.9156589573e-01 2.3226085654e+00 2.4878505370e+00 1.2042771839e+00 4.6306843250e+01 2.5688556760e-89 7.1416592956e+00 -1.8989534178e+01 2.0287599215e+01 -1.3792709505e-01 2.0288068064e+01
9.7861117224e-01 2.5493692634e+00 2.7307441234e+00 1.2042771839e+00 5.0914766641e+01 6.7934648690e-93 7.1538756937e+00 -1.8956895535e+01 2.0261506382e+01 -1.1482546131e-01 2.0261831747e+01
1.0751038486e+00 2.8007412795e+00 3.0000000000e+00 1.2042771839e+00 5.6014825590e+01 0.0000000000e+00 7.1673589909e+00 -1.8671608530e+01 2.0000000000e+01 0.0000000000e+00 2.0000000000e+01

7.7254248594e-02 2.3776412907e-01 2.5000000000e-01 1.2566370614e+00 0.0000000000e+00 -3.1978198453e+05 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
7.7257338764e-02 2.3777363964e-01 2.5001000000e-01 1.2566370614e+00 1.5989099227e-05 -3.1914057744e+05 2.5024258160e-05 -3.1945461693e+00 3.0382016839e+00 -9.8714525615e-01 3.1945461694e+00
7.7260764323e-02 2.3778418243e-01 2.5002108534e-01 1.2566370614e+00 7.1009689392e-05 -3.1405736463e+05 1.0936428407e-04 -6.7039288308e+00 6.3758489948e+00 -2.0715239262e+00 6.7039288317e+00
7.7264561673e-02 2.3779586947e-01 2.5003337383e-01 1.2566370614e+00 1.7710114334e-04 -3.0334540386e+05 2.6919514075e-04 -1.0496971153e+01 9.9832960020e+00 -3.2434864558e+00 1.0496971156e+01
7.7268771166e-02 2.3780882496e-01 2.5004699603e-01 1.2566370614e+00 3.4823416285e-04 -2.8592222252e+05 5.2264164768e-04 -1.4509844996e+01 1.3799844139e+01 -4.4832916278e+00 1.4509845005e+01
7.7273437534e-02 2.3782318656e-01 2.5006209671e-01 1.2566370614e+00 5.9993555656e-04 -2.6107987955e+05 8.8907922767e-04 -1.8638888826e+01 1.7726911415e+01 -5.7588878389e+00 1.8638888847e+01
7.7278610362e-02 2.3783910689e-01 2.5007883634e-01 1.2566370614e+00 9.4851230076e-04 -2.2884798630e+05 1.3879459764e-03 -2.2738100187e+01 2.1625647250e+01 -7.0251393627e+00 2.2738100230e+01
7.7284344620e-02 2.3785675512e-01 2.5009739279e-01 1.2566370614e+00 1.4098359124e-03 -1.9038214728e+05 2.0370892937e-03 -2.6625971742e+01 2.5323433423e+01 -8.2259403729e+00 2.6625971820e+01
7.7290701242e-02 2.3787631879e-01 2.5011796325e-01 1.2566370614e+00 1.9978012997e-03 -1.4821746367e+05 2.8508947460e-03 -3.0106205346e+01 2.8633583750e+01 -9.3006177259e+00 3.0106205481e+01
7.7297747775e-02 2.3789800579e-01 2.5014076631e-01 1.2566370614e+00 2.7228185674e-03 -1.0614556337e+05 3.8387583739e-03 -3.3003448323e+01 3.1389330829e+01 -1.0194975529e+01 3.3003448546e+01
7.7305559099e-02 2.3792204657e-01 2.5016604428e-01 1.2566370614e+00 3.5909489054e-03 -6.8500310338e+04 5.0047189016e-03 -3.5207341252e+01 3.3485717862e+01 -1.0874907003e+01 3.5207341607e+01
7.7314218220e-02 2.3794869661e-01 2.5019406579e-01 1.2566370614e+00 4.6043495573e-03 -3.8894553734e+04 6.3489637037e-03 -3.6707989319e+01 3.4913334380e+01 -1.1337354306e+01 3.6707989868e+01
7.7323817153e-02 2.3797823908e-01 2.5022512859e-01 1.2566370614e+00 5.7632961563e-03 -1.8923028911e+04 7.8711801537e-03 -3.7601358123e+01 3.5763448993e+01 -1.1611972734e+01 3.7601358946e+01
7.7334457899e-02 2.3801098793e-01 2.5025956276e-01 1.2566370614e+00 7.0691974538e-03 -7.6752563459e+03 9.5745247573e-03 -3.8054092456e+01 3.6194551293e+01 -1.1750255360e+01 3.8054093660e+01
7.7346253531e-02 2.3804729116e-01 2.5029773423e-01 1.2566370614e+00 8.5272588108e-03 -2.5287977960e+03 1.1468287585e-02 -3.8243021889e+01 3.6374819066e+01 -1.1806836690e+01 3.8243023608e+01
7.7359329395e-02 2.3808753452e-01 2.5034004861e-01 1.2566370614e+00 1.0147615718e-02 -6.6197118954e+02 1.3568150751e-02 -3.8304057280e+01 3.6433516066e+01 -1.1823700575e+01 3.8304059683e+01
7.7373824438e-02 2.3813214568e-01 2.5038695556e-01 1.2566370614e+00 1.1944901921e-02 -1.3539699065e+02 1.5894762062e-02 -3.8315580417e+01 3.6445194183e+01 -1.1825048681e+01 3.8315583714e+01
7.7389892691e-02 2.3818159868e-01 2.5043895352e-01 1.2566370614e+00 1.3937210075e-02 -2.1404175963e+01 1.8472246879e-02 -3.8311703585e+01 3.6442303583e+01 -1.1821399340e+01 3.8311708038e+01
7.7407704900e-02 2.3823641902e-01 2.5049659504e-01 1.2566370614e+00 1.6145336502e-02 -2.6006569080e+00 2.1327544612e-02 -3.8303585047e+01 3.6435464730e+01 -1.1816175025e+01 3.8303590984e+01
7.7427450346e-02 2.3829718926e-01 2.5056049264e-01 1.2566370614e+00 1.8592537249e-02 -2.4255650211e-01 2.4490422097e-02 -3.8293917393e+01 3.6427247628e+01 -1.1810179480e+01 3.8293925224e+01
7.7449338851e-02 2.3836455515e-01 2.5063132533e-01 1.2566370614e+00 2.1304616010e-02 -1.7400890722e-02 2.7993750499e-02 -3.8283118781e+01 3.6418060125e+01 -1.1803510662e+01 3.8283129016e+01
7.7473603009e-02 2.3843923255e-01 2.5070984580e-01 1.2566370614e+00 2.4310154231e-02 -9.6451450799e-04 3.1873839757e-02 -3.8271150445e+01 3.6407876575e+01 -1.1796122059e+01 3.8271163718e+01
7.7500500661e-02 2.3852201501e-01 2.5079688843e-01 1.2566370614e+00 2.7640798714e-02 -4.1569378576e-05 3.6170792960e-02 -3.8257896572e+01 3.6396599224e+01 -1.1787939742e+01 3.8257913671e+01
7.7530317632e-02 2.3861378221e-01 2.5089337817e-01 1.2566370614e+00 3.1331584916e-02 -1.4038892097e-06 4.0928886925e-02 -3.8243221304e+01 3.6384112547e+01 -1.1778879618e+01 3.8243243206e+01
7.7563370767e-02 2.3871550930e-01 2.5100034037e-01 1.2566370614e+00 3.5421294216e-02 -3.7484887275e-08 4.6196985267e-02 -3.8226974044e+01 3.6370288416e+01 -1.1768848679e+01 3.8227001958e+01
7.7600011302e-02 2.3882827727e-01 2.5111891163e-01 1.2566370614e+00 3.9952847690e-02 -7.9917321567e-10 5.2028987142e-02 -3.8208988630e+01 3.6354985459e+01 -1.1757744317e+01 3.8209024054e+01
7.7640628592e-02 2.3895328443e-01 2.5125035194e-01 1.2566370614e+00 4.4973739772e-02 -1.3751755567e-11 5.8484313751e-02 -3.8189081874e+01 3.6338047814e+01 -1.1745453411e+01 3.8189126656e+01
7.7685654253e-02 2.3909185917e-01 2.5139605804e-01 1.2566370614e+00 5.0536515489e-02 -1.9319874508e-13 6.5628434380e-02 -3.8167051939e+01 3.6319303756e+01 -1.1731851324e+01 3.8167108363e+01
7.7735566742e-02 2.3924547402e-01 2.5155757825e-01 1.2566370614e+00 5.6699295243e-02 -2.2430880821e-15 7.3533433364e-02 -3.8142676593e+01 3.6298564203e+01 -1.1716800827e+01 3.8142747473e+01
7.7790896450e-02 2.3941576135e-01 2.5173662894e-01 1.2566370614e+00 6.3526351349e-02 -2.1794899178e-17 8.2278618955e-02 -3.8115711330e+01 3.6275621125e+01 -1.1700150937e+01 3.8115800135e+01
7.7852231330e-02 2.3960453070e-01 2.5193511279e-01 1.2566370614e+00 7.1088740834e-02 -1.7955816450e-19 9.1951174437e-02 -3.8085887365e+01 3.6250245833e+01 -1.1681735678e+01 3.8085998364e+01
7.7920223150e-02 2.3981378800e-01 2.5215513894e-01 1.2566370614e+00 7.9464999227e-02 -1.3055278969e-21 1.0264685101e-01 -3.8052909496e+01 3.6222187162e+01 -1.1661372763e+01 3.8053047940e+01
7.7995594416e-02 2.4004575691e-01 2.5239904547e-01 1.2566370614e+00 8.8741900305e-02 -4.3197023341e-23 1.1447070091e-01 -3.8016453844e+01 3.6191169547e+01 -1.1638862198e+01 3.8016626184e+01
7.8079146050e-02 2.4030290240e-01 2.5266942424e-01 1.2566370614e+00 9.9015286960e-02 -3.5085258303e-23 1.2753784782e-01 -3.7976165477e+01 3.6156891003e+01 -1.1613984812e+01 3.7976379636e+01
7.8171765905e-02 2.4058795700e-01 2.5296914839e-01 1.2566370614e+00 1.1039097850e-01 -3.4636659111e-23 1.4197429000e-01 -3.7931655933e+01 3.6119021017e+01 -1.1586500734e+01 3.7931921629e+01
7.8274438192e-02 2.4090394981e-01 2.5330140289e-01 1.2566370614e+00 1.2298575978e-01 -3.4151427631e-23 1.5791772915e-01 -3.7882500664e+01 3.6077198372e+01 -1.1556147809e+01 3.7882829812e+01
7.8388253946e-02 2.4125423868e-01 2.5366971841e-01 1.2566370614e+00 1.3692845763e-01 -3.3571513003e-23 1.7551841575e-01 -3.7828236430e+01 3.6031028930e+01 -1.1522639991e+01 3.7828643620e+01
7.8514422616e-02 2.4164254592e-01 2.5407800880e-01 1.2566370614e+00 1.5236110983e-01 -3.2876912158e-23 1.9493999789e-01 -3.7768358678e+01 3.5980083403e+01 -1.1485665726e+01 3.7768861763e+01
7.8654284917e-02 2.4207299782e-01 2.5453061271e-01 1.2566370614e+00 1.6944023187e-01 -3.2043658551e-23 2.1636035709e-01 -3.7702318966e+01 3.5923895160e+01 -1.1444886360e+01 3.7702939769e+01
7.8809327077e-02 2.4255016852e-01 2.5503233968e-01 1.2566370614e+00 1.8833818617e-01 -3.1042817807e-23 2.3997240966e-01 -3.7629522487e+01 3.5861958119e+01 -1.1399934615e+01 3.7630287660e+01
7.8981196633e-02 2.4307912862e-01 2.5558852125e-01 1.2566370614e+00 2.0924465803e-01 -2.9839579380e-23 2.6598484673e-01 -3.7549325787e+01 3.5793724810e+01 -1.1350413174e+01 3.7550267841e+01
7.9171719934e-02 2.4366549905e-01 2.5620506760e-01 1.2566370614e+00 2.3236824179e-01 -2.8392267057e-23 2.9462277956e-01 -3.7461034767e+01 3.5718604668e+01 -1.1295893455e+01 3.7462193321e+01
7.9382921552e-02 2.4431551079e-01 2.5688853039e-01 1.2566370614e+00 2.5793813965e-01 -2.6651316309e-23 3.2612824954e-01 -3.7363903112e+01 3.5635962701e+01 -1.1235914641e+01 3.7365326379e+01
7.9617045794e-02 2.4503607112e-01 2.5764617236e-01 1.2566370614e+00 2.8620597445e-01 -2.4558312979e-23 3.6076055360e-01 -3.7257131278e+01 3.5545118623e+01 -1.1169983051e+01 3.7258877858e+01
7.9876580551e-02 2.4583483697e-01 2.5848604447e-01 1.2566370614e+00 3.1744771601e-01 -2.2045258308e-23 3.9879632675e-01 -3.7139866228e+01 3.5445346633e+01 -1.1097571988e+01 3.7142007242e+01
8.0164283737e-02 2.4672029633e-01 2.5941707154e-01 1.2566370614e+00 3.5196571890e-01 -1.9034333195e-23 4.4052931331e-01 -3.7011202131e+01 3.5335876007e+01 -1.1018122167e+01 3.7013823759e+01
8.0483212593e-02 2.4770185842e-01 2.6044914700e-01 1.2566370614e+00 3.9009086737e-01 -1.5438591967e-23 4.8626974760e-01 -3.6870182257e+01 3.5215892708e+01 -1.0931042891e+01 3.6873388750e+01
8.0836756175e-02 2.4878995368e-01 2.6159323806e-01 1.2566370614e+00 4.3218482065e-01 -1.1164238174e-23 5.3634325430e-01 -3.6715802354e+01 3.5084542260e+01 -1.0835714142e+01 3.6719719587e+01
8.1228671369e-02 2.4999614462e-01 2.6286150227e-01 1.2566370614e+00 4.7864234953e-01 -6.1154330315e-24 5.9108916801e-01 -3.6547015811e+01 3.4940934137e+01 -1.0731489774e+01 3.6551795457e+01
8.1663122813e-02 2.5133324867e-01 2.6426741668e-01 1.2566370614e+00 5.2989375205e-01 -2.0295767156e-25 6.5085816270e-01 -3.6362740949e+01 3.4784147963e+01 -1.0617702019e+01 3.6368565351e+01
8.2144727148e-02 2.5281547441e-01 2.6582592104e-01 1.2566370614e+00 5.8640733407e-01 6.6415427399e-24 7.1600907427e-01 -3.6161870786e+01 3.4613241825e+01 -1.0493667525e+01 3.6168958621e+01
8.2678602082e-02 2.5445857251e-01 2.6755357662e-01 1.2566370614e+00 6.4869193797e-01 1.4443671311e-23 7.8690479688e-01 -3.5943285666e+01 3.4427263005e+01 -1.0358695170e+01 3.5951898470e+01
8.3270420770e-02 2.5628000314e-01 2.6946874213e-01 1.2566370614e+00 7.1729950146e-01 2.3154665438e-23 8.6390713515e-01 -3.5705869094e+01 3.4225261458e+01 -1.0212095839e+01 3.5716318726e+01
8.3926472096e-02 2.5829912150e-01 2.7159176881e-01 1.2566370614e+00 7.9282762836e-01 3.2608721952e-23 9.4737050460e-01 -3.5448527124e+01 3.4006306301e+01 -1.0053194415e+01 3.5461184218e+01
8.4653727507e-02 2.6053738351e-01 2.7394521676e-01 1.2566370614e+00 8.7592215459e-01 4.2470206007e-23 1.0376343913e+00 -3.5170211564e+01 3.3769505548e+01 -9.8813441197e+00 3.5185515011e+01
8.5459915089e-02 2.6301857376e-01 2.7655409458e-01 1.2566370614e+00 9.6727969695e-01 5.2176589014e-23 1.1350145144e+00 -3.4869947180e+01 3.3514029263e+01 -9.6959433217e+00 3.4888414614e+01
8.6353601693e-02 2.6576905831e-01 2.7944612518e-01 1.2566370614e+00 1.0676501798e+00 6.0891686397e-23 1.2397926798e+00 -3.4546862937e+01 3.3239136122e+01 -9.4964548430e+00 3.4569102168e+01
8.7344283964e-02 2.6881806482e-01 2.8265204035e-01 1.2566370614e+00 1.1778393468e+00 6.7496828713e-23 1.3522053785e+00 -3.4200227108e+01 3.2944203292e+01 -9.2824276512e+00 3.4226948354e+01
8.8442489262e-02 2.7219799319e-01 2.8620590735e-01 1.2566370614e+00 1.2987112820e+00 7.0662956660e-23 1.4724312633e+00 -3.3829485851e+01 3.2628759245e+01 -9.0535206912e+00 3.3861514538e+01
8.9659887525e-02 2.7594475978e-01 2.9014549089e-01 1.2566370614e+00 1.4311909885e+00 6.9056444180e-23 1.6005777367e+00 -3.3434304540e+01 3.2292518922e+01 -8.8095284115e+00 3.3472594300e+01
9.1009415281e-02 2.8009817914e-01 2.9451265444e-01 1.2566370614e+00 1.5762671039e+00 6.1718472428e-23 1.7366670005e+00 -3.3014610761e+01 3.1935420314e+01 -8.5504073203e+00 3.3060256139e+01
9.2505413114e-02 2.8470238704e-01 2.9935380512e-01 1.2566370614e+00 1.7349948712e+00 4.8595779319e-23 1.8806220454e+00 -3.2570637532e+01 3.1557661236e+01 -8.2763026639e+00 3.2624885724e+01
9.4163778055e-02 2.8980630952e-01 3.0472038680e-01 1.2566370614e+00 1.9084995293e+00 3.1068985953e-23 2.0322531924e+00 -3.2102964838e+01 3.1159734675e+01 -7.9875740633e+00 3.2167225625e+01
9.6002132507e-02 2.9546418275e-01 3.1066942678e-01 1.2566370614e+00 2.0979803427e+00 1.2149090105e-23 2.1912459241e+00 -3.1612557230e+01 3.0742460779e+01 -7.6848187047e+00 3.1688410078e+01
9.8040011510e-02 3.0173612941e-01 3.1726414176e-01 1.2566370614e+00 2.3047155492e+00 -4.0764706455e-24 2.3571508531e+00 -3.1100794866e+01 3.0307013291e+01 -7.3688904735e+00 3.1189992008e+01
1.0029907032e-01 3.0868879753e-01 3.2457460965e-01 1.2566370614e+00 2.5300685693e+00 -1.3930560227e-23 2.5293767417e+00 -3.0569495185e+01 2.9854937994e+01 -7.0409132892e+00 3.0673959356e+01
1.0280331455e-01 3.1639606876e-01 3.3267851420e-01 1.2566370614e+00 2.7754958808e+00 -1.6037204184e-23 2.7071875012e+00 -3.0020922321e+01 2.9388160744e+01 -6.7022868703e+00 3.0142737785e+01
