# x y r theta psi omega ur utheta ux uy speed
1.1234818448e-01 4.2164978890e-02 1.2000000000e-01 3.5903916041e-01 8.4329957780e-01 -3.5716775172e+00 1.8724697413e+01 -7.0274964816e+00 2.0000000000e+01 0.0000000000e+00 2.0000000000e+01

4.5976388628e-03 1.9651251583e-03 5.0000000000e-03 4.0391905546e-01 0.0000000000e+00 1.0568589288e+05 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
4.6068341405e-03 1.9690554086e-03 5.0100000000e-03 4.0391905546e-01 -5.2842946439e-06 1.0700070522e+05 1.0278353737e-02 1.0623950975e+00 -4.0809663511e-01 9.8094144788e-01 1.0624448163e+00
4.6166010241e-03 1.9732299750e-03 5.0206216299e-03 4.0391905546e-01 -2.2592810132e-05 1.0711246975e+05 4.0013879386e-02 2.1962225080e+00 -8.2637654733e-01 2.0352140470e+00 2.1965869924e+00
4.6269750464e-03 1.9776640449e-03 5.0319035320e-03 4.0391905546e-01 -5.4160894620e-05 1.0489100763e+05 8.8257873195e-02 3.3864267146e+00 -1.2497949012e+00 3.1486009672e+00 3.3875766184e+00
4.6379939489e-03 1.9823737499e-03 5.0438867508e-03 4.0391905546e-01 -1.0222926760e-04 9.9534533656e+04 1.5273668950e-01 4.6031759099e+00 -1.6687177298e+00 4.2927774333e+00 4.6057091695e+00
4.6496978193e-03 1.9873762242e-03 5.0566148823e-03 4.0391905546e-01 -1.6882077499e-04 9.0735997464e+04 2.2965129559e-01 5.8038502784e+00 -2.0698876951e+00 5.4270602265e+00 5.8083920126e+00
4.6621292373e-03 1.9926896672e-03 5.0701342324e-03 4.0391905546e-01 -2.5549903081e-04 7.8789991854e+04 3.1374314679e-01 6.9379833280e+00 -2.4383055802e+00 6.5029772658e+00 6.9450736080e+00
4.6753334293e-03 1.9983334097e-03 5.0844939857e-03 4.0391905546e-01 -3.6315808675e-04 6.4588832053e+04 3.9871528995e-01 7.9548425803e+00 -2.7598224745e+00 7.4714037683e+00 7.9648285832e+00
4.6893584333e-03 2.0043279841e-03 5.0997463842e-03 4.0391905546e-01 -4.9190131339e-04 4.9477634836e+04 4.7801150318e-01 8.8123772496e+00 -3.0239399947e+00 8.2910961094e+00 8.8253321630e+00
4.7042552734e-03 2.0106951991e-03 5.1159469173e-03 4.0391905546e-01 -6.4105959623e-04 3.4979905322e+04 5.4583082178e-01 9.4854102829e+00 -3.2260970770e+00 8.9366233652e+00 9.5011020162e+00
4.7200781456e-03 2.0174582193e-03 5.1331545240e-03 4.0391905546e-01 -8.0936941744e-04 2.2456265295e+04 5.9813041955e-01 9.9706430885e+00 -3.3687147831e+00 9.4033634572e+00 9.9885676449e+00
4.7368846148e-03 2.0246416489e-03 5.1514318068e-03 4.0391905546e-01 -9.9528480318e-04 1.2797138410e+04 6.3330750185e-01 1.0286621424e+01 -3.4605558741e+00 9.7077397857e+00 1.0306098132e+01
4.7547358243e-03 2.0322716220e-03 5.1708452601e-03 4.0391905546e-01 -1.1973484516e-03 6.2530963124e+03 6.5230434749e-01 1.0468297582e+01 -3.5144910248e+00 9.8822622946e+00 1.0488601204e+01
4.7736967183e-03 2.0403758971e-03 5.1914655117e-03 4.0391905546e-01 -1.4145185166e-03 2.4650769327e+03 6.5805979277e-01 1.0557773412e+01 -3.5443649740e+00 9.9667998394e+00 1.0578261772e+01
4.7938362780e-03 2.0489839580e-03 5.2133675797e-03 4.0391905546e-01 -1.6463579044e-03 6.7434710625e+02 6.5448341328e-01 1.0594322173e+01 -3.5620181324e+00 9.9990018341e+00 1.0614518871e+01
4.8152277730e-03 2.0581271218e-03 5.2366311456e-03 4.0391905546e-01 -1.8930431978e-03 1.8922417169e+01 6.4531446745e-01 1.0607015030e+01 -3.5754378429e+00 1.0007069643e+01 1.0626626868e+01
4.8379490272e-03 2.0678386519e-03 5.2613408443e-03 4.0391905546e-01 -2.1552202342e-03 -2.0535156508e+02 6.3325157104e-01 1.0612033001e+01 -3.5885021996e+00 1.0006942787e+01 1.0630910214e+01
4.8620827024e-03 2.0781538797e-03 5.2875865716e-03 4.0391905546e-01 -2.4337893850e-03 -4.0915773697e+02 6.1959138622e-01 1.0614630428e+01 -3.6020839726e+00 1.0003962398e+01 1.0632698275e+01
4.8877165989e-03 2.0891103329e-03 5.3154638117e-03 4.0391905546e-01 -2.7297180366e-03 -7.1814773696e+02 6.0438459223e-01 1.0613852071e+01 -3.6157611285e+00 9.9972700270e+00 1.0631045881e+01
4.9149439749e-03 2.1007478719e-03 5.3450739843e-03 4.0391905546e-01 -3.0439466714e-03 -1.0772903761e+03 5.8692740128e-01 1.0607423680e+01 -3.6292869818e+00 9.9844978298e+00 1.0623649133e+01
4.9438638860e-03 2.1131088351e-03 5.3765248137e-03 4.0391905546e-01 -3.3773998813e-03 -1.3766183834e+03 5.6633293953e-01 1.0594878190e+01 -3.6432934695e+00 9.9648677637e+00 1.0610003622e+01
4.9745815451e-03 2.1262381927e-03 5.4099307205e-03 4.0391905546e-01 -3.7310657017e-03 -1.5407490623e+03 5.4196919295e-01 1.0578321666e+01 -3.6591894829e+00 9.9400680181e+00 1.0592196178e+01
5.0072087056e-03 2.1401837103e-03 5.4454132383e-03 4.0391905546e-01 -4.1060869548e-03 -1.5633839252e+03 5.1365988436e-01 1.0561410843e+01 -3.6785743015e+00 9.9133917796e+00 1.0573894527e+01
5.0418640679e-03 2.1549961230e-03 5.4831014553e-03 4.0391905546e-01 -4.5038165379e-03 -1.4966848079e+03 4.8165184778e-01 1.0547629385e+01 -3.7025901220e+00 9.8881393864e+00 1.0558620844e+01
5.0786737109e-03 2.1707293195e-03 5.5231324844e-03 4.0391905546e-01 -4.9258140654e-03 -1.4176397633e+03 4.4642609674e-01 1.0538867175e+01 -3.7315374106e+00 9.8662376892e+00 1.0548318235e+01
5.1177715513e-03 2.1874405385e-03 5.5656519619e-03 4.0391905546e-01 -5.3737905141e-03 -1.3930021943e+03 4.0845837802e-01 1.0534876967e+01 -3.7648815311e+00 9.8476463189e+00 1.0542792370e+01
5.1592998302e-03 2.2051905767e-03 5.6108145770e-03 4.0391905546e-01 -5.8495291258e-03 -1.4570650130e+03 3.6802355109e-01 1.0533668926e+01 -3.8015876868e+00 9.8306435919e+00 1.0540095937e+01
5.2034096310e-03 2.2240440104e-03 5.6587846352e-03 4.0391905546e-01 -6.3548179055e-03 -1.6071175284e+03 3.2510165845e-01 1.0532505823e+01 -3.8405984307e+00 9.8127047087e+00 1.0537522005e+01
5.2502614287e-03 2.2440694298e-03 5.7097366555e-03 4.0391905546e-01 -6.8914208701e-03 -1.8133391853e+03 2.7939941105e-01 1.0528993948e+01 -3.8812426618e+00 9.7915133150e+00 1.0532700394e+01
5.3000256740e-03 2.2653396890e-03 5.7638560055e-03 4.0391905546e-01 -7.4610971324e-03 -2.0355146278e+03 2.3046298629e-01 1.0521836830e+01 -3.9234281366e+00 9.7656989055e+00 1.0524360477e+01
5.3528834134e-03 2.2879321711e-03 5.8213395759e-03 4.0391905546e-01 -8.0656576568e-03 -2.2388125559e+03 1.7783466385e-01 1.0511043631e+01 -3.9675793436e+00 9.7350900119e+00 1.0512547902e+01
5.4090269478e-03 2.3119290693e-03 5.8823964966e-03 4.0391905546e-01 -8.7070367705e-03 -2.4035566427e+03 1.2120014043e-01 1.0497633869e+01 -4.0143859884e+00 9.7005005774e+00 1.0498333502e+01
5.4686605320e-03 2.3374176864e-03 5.9472488980e-03 4.0391905546e-01 -9.3873530230e-03 -2.5274456435e+03 6.0484612493e-02 1.0483053706e+01 -4.0644852336e+00 9.6632309905e+00 1.0483228195e+01
5.5320011178e-03 2.3644907520e-03 6.0161327182e-03 4.0391905546e-01 -1.0108941149e-02 -2.6215996733e+03 -4.1214288447e-03 1.0468573392e+01 -4.1182011572e+00 9.6245241487e+00 1.0468574204e+01
5.5992791435e-03 2.3932467603e-03 6.0892985625e-03 4.0391905546e-01 -1.0874349753e-02 -2.7034488296e+03 -7.2200407962e-02 1.0454879806e+01 -4.1754197471e+00 9.5851757729e+00 1.0455129108e+01
5.6707393723e-03 2.4237903279e-03 6.1670126141e-03 4.0391905546e-01 -1.1686312269e-02 -2.7897365396e+03 -1.4318472788e-01 1.0441954382e+01 -4.2356117855e+00 9.5453918720e+00 1.0442936042e+01
5.7466417823e-03 2.4562325748e-03 6.2495576032e-03 4.0391905546e-01 -1.2547706336e-02 -2.8912511303e+03 -2.1643848232e-01 1.0429221674e+01 -4.2979663741e+00 9.5048932341e+00 1.0431467315e+01
5.8272625128e-03 2.4906915287e-03 6.3372338354e-03 4.0391905546e-01 -1.3461521220e-02 -3.0114615785e+03 -2.9132063119e-01 1.0415849645e+01 -4.3615670474e+00 9.4631667227e+00 1.0419922818e+01
5.9128948686e-03 2.5272925541e-03 6.4303602839e-03 4.0391905546e-01 -1.4430843929e-02 -3.1475894579e+03 -3.6721045622e-01 1.0401047270e+01 -4.4255321454e+00 9.4197289272e+00 1.0407527460e+01
6.0038503874e-03 2.5661688086e-03 6.5292757507e-03 4.0391905546e-01 -1.5458867229e-02 -3.2932034160e+03 -4.4349154323e-01 1.0384268064e+01 -4.4890800755e+00 9.3743196049e+00 1.0393734073e+01
6.1004599728e-03 2.6074617271e-03 6.6343400982e-03 4.0391905546e-01 -1.6548914939e-02 -3.4410815316e+03 -5.1950426907e-01 1.0365280348e+01 -4.5515132402e+00 9.3269849684e+00 1.0378290870e+01
6.2030750986e-03 2.6513215367e-03 6.7459355593e-03 4.0391905546e-01 -1.7704475325e-02 -3.5853933122e+03 -5.9448463156e-01 1.0344121865e+01 -4.6121439526e+00 9.2780599965e+00 1.0361190527e+01
6.3120690871e-03 2.6979078031e-03 6.8644681275e-03 4.0391905546e-01 -1.8929233064e-02 -3.7227866843e+03 -6.6750760770e-01 1.0320990038e+01 -4.6701992200e+00 9.2280897814e+00 1.0342552962e+01
6.4278384673e-03 2.7473900109e-03 6.9903690342e-03 4.0391905546e-01 -2.0227093332e-02 -3.8524479879e+03 -7.3744741978e-01 1.0296123627e+01 -4.7247376977e+00 9.1777363291e+00 1.0322499234e+01
6.5508044180e-03 2.7999481806e-03 7.1240963172e-03 4.0391905546e-01 -2.1602195875e-02 -3.9754893729e+03 -8.0295855166e-01 1.0269714821e+01 -4.7745976809e+00 9.1277051835e+00 1.0301057467e+01
6.6814142994e-03 2.8557735230e-03 7.2661364874e-03 4.0391905546e-01 -2.3058920629e-02 -4.0940864783e+03 -8.6247373763e-01 1.0241866236e+01 -4.8183783563e+00 9.0787066783e+00 1.0278116799e+01
6.8201432810e-03 2.9150691354e-03 7.4170062988e-03 4.0391905546e-01 -2.4601888405e-02 -4.2107013329e+03 -9.1421075940e-01 1.0212586561e+01 -4.8544443395e+00 9.0314492594e+00 1.0253424090e+01
6.9674960704e-03 2.9780507401e-03 7.5772546283e-03 4.0391905546e-01 -2.6235959969e-02 -4.3275704110e+03 -9.5617919203e-01 1.0181807450e+01 -4.8809385180e+00 8.9866523680e+00 1.0226606553e+01
7.1240087492e-03 3.0449474695e-03 7.7474644724e-03 4.0391905546e-01 -2.7966235329e-02 -4.4464923849e+03 -9.8618019819e-01 1.0149402787e+01 -4.8957894325e+00 8.9450642337e+00 1.0197201984e+01
7.2902507236e-03 3.1160026993e-03 7.9282550687e-03 4.0391905546e-01 -2.9798052667e-02 -4.5688531815e+03 -1.0017954969e+00 1.0115196168e+01 -4.8967040759e+00 8.9074730944e+00 1.0164683356e+01
7.4668267955e-03 3.1914749345e-03 8.1202841484e-03 4.0391905546e-01 -3.1736984021e-02 -4.6957928437e+03 -1.0003641421e+00 1.0078948918e+01 -4.8811418288e+00 8.8747052994e+00 1.0128471736e+01
7.6543793633e-03 3.2716387491e-03 8.3242503292e-03 4.0391905546e-01 -3.3788822558e-02 -4.8284237862e+03 -9.7894707032e-01 1.0040325861e+01 -4.8462684085e+00 8.8476077717e+00 1.0087937389e+01
7.8535907589e-03 3.3567857859e-03 8.5408956568e-03 4.0391905546e-01 -3.5959554068e-02 -4.9680514055e+03 -9.3427891126e-01 9.9988374223e+00 -4.7888888006e+00 8.8270137043e+00 1.0042391492e+01
8.0651857297e-03 3.4472258167e-03 8.7710083050e-03 4.0391905546e-01 -3.8255302211e-02 -5.1163731712e+03 -8.6270523805e-01 9.9537544000e+00 -4.7053560640e+00 8.8136888584e+00 9.9910703622e+00
8.2899340758e-03 3.5432878699e-03 9.0154254426e-03 4.0391905546e-01 -4.0682232300e-02 -5.2756802643e+03 -7.6010055062e-01 9.9039855022e+00 -4.5914477817e+00 8.8082511853e+00 9.9331103727e+00
8.5286534502e-03 3.6453214273e-03 9.2750362793e-03 4.0391905546e-01 -4.3246389810e-02 -5.4490768347e+03 -6.2176017167e-01 9.8478984527e+00 -4.4421963468e+00 8.8110488173e+00 9.8675067593e+00
8.7822123339e-03 3.7536976952e-03 9.5507853009e-03 4.0391905546e-01 -4.5953435734e-02 -5.6407707227e+03 -4.4225549154e-01 9.7830520898e+00 -4.2516505643e+00 8.8219706183e+00 9.7930433529e+00
9.0515331949e-03 3.8688109556e-03 9.8436757052e-03 4.0391905546e-01 -4.8808216653e-02 -5.8564525968e+03 -2.1524166863e-01 9.7057886830e+00 -4.0125385965e+00 8.8401468849e+00 9.7081750569e+00
9.3375958450e-03 3.9910800001e-03 1.0154773052e-02 4.0391905546e-01 -5.1814068704e-02 -6.1039147351e+03 6.6794310886e-02 9.6105940077e+00 -3.7157847902e+00 8.8634599370e+00 9.6108261175e+00
9.6414410036e-03 4.1209496534e-03 1.0485209138e-02 4.0391905546e-01 -5.4971680188e-02 -6.3939391190e+03 4.1287164165e-01 9.4890641498e+00 -3.3497927968e+00 8.8877269113e+00 9.4980419788e+00
9.9641740847e-03 4.2588923923e-03 1.0836186119e-02 4.0391905546e-01 -5.8277210280e-02 -6.7402875225e+03 8.3395364594e-01 9.3284125240e+00 -2.8994560891e+00 8.9054990477e+00 9.3656157780e+00
1.0306969218e-02 4.4054100638e-03 1.1208980876e-02 4.0391905546e-01 -6.1719287128e-02 -7.1608090438e+03 1.3434092652e+00 9.1092910789e+00 -2.3448772854e+00 8.9042396043e+00 9.2078190911e+00
1.0671073520e-02 4.5610357112e-03 1.1604949669e-02 4.0391905546e-01 -6.5274181297e-02 -7.6772078913e+03 1.9574536371e+00 8.8026453301e+00 -1.6597269767e+00 8.8636051306e+00 9.0176598710e+00
1.1057811633e-02 4.7263355136e-03 1.2025533065e-02 4.0391905546e-01 -6.8898220126e-02 -8.3128677915e+03 2.6952791565e+00 8.3656539051e+00 -8.0952735167e-01 8.7517632771e+00 8.7891236759e+00
1.1468590542e-02 4.9019108454e-03 1.2472261181e-02 4.0391905546e-01 -7.2516274432e-02 -9.0884977944e+03 3.5786893186e+00 7.7371118441e+00 2.4982559035e-01 8.5210037027e+00 8.5246652091e+00
1.1904904695e-02 5.0884004641e-03 1.2946759250e-02 4.0391905546e-01 -7.6005125781e-02 -1.0012278248e+04 4.6290139546e+00 6.8327423360e+00 1.5710681179e+00 8.1022146966e+00 8.2531289837e+00
1.2368341439e-02 5.2864828345e-03 1.3450753537e-02 4.0391905546e-01 -7.9170432424e-02 -1.1053569482e+04 5.8634402567e+00 5.5441928728e+00 3.2125895794e+00 7.4025181154e+00 8.0695728669e+00
1.2860586794e-02 5.4968785965e-03 1.3986077613e-02 4.0391905546e-01 -8.1719740325e-02 -1.2081306012e+04 7.2776207527e+00 3.7559237272e+00 5.2158023584e+00 6.3139633054e+00 8.1896719632e+00
1.3383431591e-02 5.7203531874e-03 1.4554679032e-02 4.0391905546e-01 -8.3247639974e-02 -1.2999209510e+04 8.8287142283e+00 1.3463340708e+00 7.5891049380e+00 4.7078972582e+00 8.9307788213e+00
1.3938777981e-02 5.9577196262e-03 1.5158626414e-02 4.0391905546e-01 -8.3200654076e-02 -1.2975087665e+04 1.0332533161e+01 -1.6165107542e+00 1.0136380393e+01 2.5745176395e+00 1.0458219186e+01
1.4528646362e-02 6.2098414717e-03 1.5800116969e-02 4.0391905546e-01 -8.1115248797e-02 -1.1921152164e+04 1.1516783676e+01 -4.7190202558e+00 1.2444695526e+01 1.8711408438e-01 1.2446102137e+01
1.5155182723e-02 6.4776359640e-03 1.6481484492e-02 4.0391905546e-01 -7.6837330262e-02 -1.0370767294e+04 1.2372154443e+01 -7.5141833292e+00 1.4329801758e+01 -2.0469338675e+00 1.4475260159e+01
1.5820666455e-02 6.7620773617e-03 1.7205207855e-02 4.0391905546e-01 -7.0449201878e-02 -8.7865877943e+03 1.3007604326e+01 -9.7918481365e+00 1.5809294856e+01 -3.8915622040e+00 1.6281218021e+01
1.6527518643e-02 7.0642004861e-03 1.7973920023e-02 4.0391905546e-01 -6.2134092337e-02 -7.3886949392e+03 1.3538066672e+01 -1.1541951025e+01 1.6984903959e+01 -5.2923454341e+00 1.7790331157e+01
1.7278310874e-02 7.3851044861e-03 1.8790417636e-02 4.0391905546e-01 -5.2081344143e-02 -6.2543727517e+03 1.4048466833e+01 -1.2857456763e+01 1.7971257766e+01 -6.3013894559e+00 1.9043991566e+01
1.8075774592e-02 7.7259568371e-03 1.9657671178e-02 4.0391905546e-01 -4.0428247132e-02 -5.4011733751e+03 1.4600857788e+01 -1.3873842280e+01 1.8878661541e+01 -7.0188806936e+00 2.0141215151e+01
1.8922811036e-02 8.0879975881e-03 2.0578835791e-02 4.0391905546e-01 -2.7220523277e-02 -4.7710060728e+03 1.5236044979e+01 -1.4723297394e+01 1.9796590926e+01 -7.5503337970e+00 2.1187556555e+01
1.9822501796e-02 8.4725438733e-03 2.1557262746e-02 4.0391905546e-01 -1.2414506393e-02 -4.2197461791e+03 1.5951432184e+01 -1.5478103297e+01 2.0751066944e+01 -7.9632337084e+00 2.2226557772e+01
2.0778120019e-02 8.8809947040e-03 2.2596511644e-02 4.0391905546e-01 4.0526229226e-03 -3.5949591216e+03 1.6681443565e+01 -1.6113932206e+01 2.1672229359e+01 -8.2609833033e+00 2.3193304433e+01
2.1793142325e-02 9.3148360581e-03 2.3700363356e-02 4.0391905546e-01 2.2155069542e-02 -2.8408516302e+03 1.7315646237e+01 -1.6534095542e+01 2.2420531039e+01 -8.3980776345e+00 2.3941761005e+01
2.2871261449e-02 9.7756462863e-03 2.4872833787e-02 4.0391905546e-01 4.1708618123e-02 -2.0263281671e+03 1.7752236857e+01 -1.6642757780e+01 2.2864695218e+01 -8.3264045378e+00 2.4333583787e+01
2.4016399677e-02 1.0265101854e-02 2.6118188481e-02 4.0391905546e-01 6.2389167648e-02 -1.2804318598e+03 1.7948350129e+01 -1.6410723276e+01 2.2953831450e+01 -8.0359649419e+00 2.4319850139e+01
2.5232723117e-02 1.0784983442e-02 2.7440958142e-02 4.0391905546e-01 8.3822197546e-02 -7.0463801119e+02 1.7933150941e+01 -1.5890702095e+01 2.2735474033e+01 -7.5637646858e+00 2.3960640971e+01
2.6524656854e-02 1.1337182422e-02 2.8845955115e-02 4.0391905546e-01 1.0568231473e-01 -3.2889185335e+02 1.7782801501e+01 -1.5185481686e+01 2.2320054275e+01 -6.9743860269e+00 2.3384329866e+01
2.7896901051e-02 1.1923707740e-02 3.0338290896e-02 4.0391905546e-01 1.2775234739e-01 -1.2225798879e+02 1.7581697308e+01 -1.4402383390e+01 2.1827356151e+01 -6.3333443773e+00 2.2727620367e+01
2.9354448045e-02 1.2546693223e-02 3.1923394726e-02 4.0391905546e-01 1.4993083454e-01 -2.8418143939e+01 1.7394149755e+01 -1.3622785980e+01 2.1348499671e+01 -5.6901937900e+00 2.2093816863e+01
3.0902600512e-02 1.3208405343e-02 3.3607033343e-02 4.0391905546e-01 1.7220674042e-01 4.3273034308e+00 1.7255006398e+01 -1.2894216754e+01 2.0934207546e+01 -5.0749409746e+00 2.1540568040e+01
3.2546990760e-02 1.3911251466e-02 3.5395331965e-02 4.0391905546e-01 1.9462609987e-01 1.0036697857e+01 1.7174175995e+01 -1.2237220265e+01 2.0601665680e+01 -4.5025828287e+00 2.1087955826e+01
3.4293601217e-02 1.4657788602e-02 3.7294796569e-02 4.0391905546e-01 2.1726605835e-01 6.4393124174e+00 1.7146419376e+01 -1.1656250924e+01 2.0347807205e+01 -3.9792744306e+00 2.0733255485e+01
3.6148786195e-02 1.5450732716e-02 3.9312337565e-02 4.0391905546e-01 2.4021969178e-01 1.7341487191e+00 1.7160432772e+01 -1.1147980313e+01 2.0160929838e+01 -3.5063978728e+00 2.0463575396e+01
3.8119295012e-02 1.6292968604e-02 4.1455294935e-02 4.0391905546e-01 2.6358797219e-01 -9.7360646397e-01 1.7204424533e+01 -1.0705898799e+01 2.0027632383e+01 -3.0826017797e+00 2.0263476814e+01
4.0212296542e-02 1.7187560390e-02 4.3731464934e-02 4.0391905546e-01 2.8747581369e-01 -1.7453196969e+00 1.7268224663e+01 -1.0322750449e+01 1.9935711482e+01 -2.7052111824e+00 2.0118418423e+01
4.2435405296e-02 1.8137762673e-02 4.6149128458e-02 4.0391905546e-01 3.1199105698e-01 -1.5551517008e+00 1.7343874473e+01 -9.9916244164e+00 1.9875132764e+01 -2.3709993302e+00 2.0016057059e+01
4.4796709130e-02 1.9147032368e-02 4.8717081167e-02 4.0391905546e-01 3.3724421657e-01 -8.8806176578e-01 1.7425788574e+01 -9.7060391793e+00 1.9838212908e+01 -2.0762014808e+00 1.9946561207e+01
4.7304798662e-02 2.0219041280e-02 5.1444665484e-02 4.0391905546e-01 3.6334763506e-01 -1.0914977972e-01 1.7510250051e+01 -9.4599658836e+00 1.9819164617e+01 -1.8167347770e+00 1.9902256439e+01
4.9968798529e-02 2.1357689468e-02 5.4341804588e-02 4.0391905546e-01 3.9041537888e-01 5.0385554194e-01 1.7594629789e+01 -9.2480601455e+00 1.9813469871e+01 -1.5887182161e+00 1.9877062506e+01
5.2798400583e-02 2.2567119428e-02 5.7419038510e-02 4.0391905546e-01 4.1856376599e-01 9.6123137918e-01 1.7677015476e+01 -9.0655663699e+00 1.9817501176e+01 -1.3885304840e+00 1.9866085919e+01
5.5803899151e-02 2.3851731166e-02 6.0687562482e-02 4.0391905546e-01 4.4791102600e-01 7.5803641559e-01 1.7756020646e+01 -8.9083440208e+00 1.9828356305e+01 -1.2129091581e+00 1.9865418757e+01
5.8996228485e-02 2.5216198205e-02 6.4159267665e-02 4.0391905546e-01 4.7857854644e-01 -6.7725400973e-01 1.7830735358e+01 -8.7734750194e+00 1.9844051664e+01 -1.0595286136e+00 1.9872317110e+01
6.2387002544e-02 2.6665484590e-02 6.7846784410e-02 4.0391905546e-01 5.1069554004e-01 -1.7014836079e+00 1.7901173954e+01 -8.6590949429e+00 1.9863867676e+01 -9.2666882536e-01 1.9885470931e+01
6.5988557244e-02 2.8204862946e-02 7.1763528208e-02 4.0391905546e-01 5.4440066118e-01 1.0868927945e+00 1.7968342442e+01 -8.5627538599e+00 1.9887766509e+01 -8.1168162683e-01 1.9904323243e+01
6.9813995339e-02 2.9839933656e-02 7.5923748497e-02 4.0391905546e-01 5.7983518665e-01 8.5779432775e+00 1.8032895320e+01 -8.4804877335e+00 1.9914792026e+01 -7.1066474190e-01 1.9927468123e+01
7.3877234090e-02 3.1576645245e-02 8.0342580502e-02 4.0391905546e-01 6.1713548964e-01 1.7032267193e+01 1.8093732463e+01 -8.4082648555e+00 1.9942348070e+01 -6.2034327945e-01 1.9951994194e+01
7.8193055897e-02 3.3421316013e-02 8.5036100301e-02 4.0391905546e-01 6.5643559047e-01 2.1450263854e+01 1.8148691908e+01 -8.3439849213e+00 1.9967621182e+01 -5.3963565740e-01 1.9974911823e+01
8.2777162075e-02 3.5380657024e-02 9.0021383307e-02 4.0391905546e-01 6.9787765553e-01 2.0034443407e+01 1.8196740990e+01 -8.2875897101e+00 1.9989638919e+01 -4.6889420229e-01 1.9995137556e+01
8.7646229982e-02 3.7461796523e-02 9.5316566392e-02 4.0391905546e-01 7.4161971261e-01 1.4805650026e+01 1.8239047425e+01 -8.2395991887e+00 2.0009679384e+01 -4.0813809695e-01 2.0013841355e+01
9.2817973691e-02 3.9672305869e-02 1.0094091387e-01 4.0391905546e-01 7.8783586996e-01 8.9586299527e+00 1.8277934269e+01 -8.2000032245e+00 2.0029874712e+01 -3.5644500515e-01 2.0033046050e+01
9.8311208433e-02 4.2020227077e-02 1.0691488758e-01 4.0391905546e-01 8.3671361472e-01 4.5964912347e+00 1.8315196293e+01 -8.1681153575e+00 2.0051605448e+01 -3.1247831801e-01 2.0054040085e+01
1.0414591905e-01 4.4514102079e-02 1.1326022134e-01 4.0391905546e-01 8.8845092929e-01 1.7553110160e+00 1.8350952006e+01 -8.1432167963e+00 2.0074698061e+01 -2.7553050908e-01 2.0076588837e+01
1.1034333271e-01 4.7163003798e-02 1.2000000000e-01 4.0391905546e-01 9.4326007597e-01 1.7553110160e+00 1.8390555451e+01 -7.8605006331e+00 2.0000000000e+01 0.0000000000e+00 2.0000000000e+01

4.5048443395e-03 2.1694186956e-03 5.0000000000e-03 4.4879895051e-01 0.0000000000e+00 5.7235099684e+04 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
4.5138540282e-03 2.1737575330e-03 5.0100000000e-03 4.4879895051e-01 -2.8617549842e-06 6.4228418527e+04 9.6428174402e-03 6.0666223253e-01 -2.5453299952e-01 5.5076764653e-01 6.0673886336e-01
4.5234237860e-03 2.1783660855e-03 5.0206216299e-03 4.4879895051e-01 -1.2921196627e-05 7.0898943604e+04 3.9394611449e-02 1.3220382671e+00 -5.3811758812e-01 1.2082080022e+00 1.3226250849e+00
4.5335884286e-03 2.1832611193e-03 5.0319035320e-03 4.4879895051e-01 -3.2329613191e-05 7.6429705505e+04 9.0770058344e-02 2.1487474203e+00 -8.5052556844e-01 1.9753381830e+00 2.1506637766e+00
4.5443849357e-03 2.1884604431e-03 5.0438867508e-03 4.4879895051e-01 -6.3531677866e-05 7.9986555776e+04 1.6444902349e-01 3.0790604927e+00 -1.1877908290e+00 2.8454894036e+00 3.0834488806e+00
4.5558525859e-03 2.1939829724e-03 5.0566148823e-03 4.4879895051e-01 -1.0914739773e-04 8.0825362413e+04 2.5976134674e-01 4.0928992790e+00 -1.5418055565e+00 3.8002810542e+00 4.1011340462e+00
4.5680330995e-03 2.1998487986e-03 5.0701342324e-03 4.4879895051e-01 -1.7179055171e-04 7.8431858602e+04 3.7422758205e-01 5.1572685177e+00 -1.9004875472e+00 4.8089096404e+00 5.1708282554e+00
4.5809707902e-03 2.2060792621e-03 5.0844939857e-03 4.4879895051e-01 -2.5383497695e-04 7.2661704492e+04 5.0330057576e-01 6.2279305763e+00 -2.2487396554e+00 5.8295454964e+00 6.2482342092e+00
4.5947127264e-03 2.2126970297e-03 5.0997463842e-03 4.4879895051e-01 -3.5715993403e-04 6.3835557484e+04 6.4045732294e-01 7.2537664903e+00 -2.5702592183e+00 6.8133018008e+00 7.2819855725e+00
4.6093089024e-03 2.2197261776e-03 5.1159469173e-03 4.4879895051e-01 -4.8292457366e-04 5.2744282607e+04 7.7774118484e-01 8.1835608291e+00 -2.8499933770e+00 7.7105827890e+00 8.2204348544e+00
4.6248124202e-03 2.2271922783e-03 5.1331545240e-03 4.4879895051e-01 -6.3143089012e-04 4.0539972063e+04 9.0674575248e-01 8.9740648943e+00 -3.0767511373e+00 8.4787753258e+00 9.0197576789e+00
4.6412796831e-03 2.2351224942e-03 5.1514318068e-03 4.4879895051e-01 -8.0212663024e-04 2.8525295527e+04 1.0198850640e+00 9.5974660518e+00 -3.2452997651e+00 9.0895296685e+00 9.6515035181e+00
