# x y speed omega solid
1.2087743733e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.2137883008e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.2188022284e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.2238161560e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.2288300836e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.2338440111e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.2388579387e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.2438718663e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.2488857939e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.2538997214e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.2589136490e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.2639275766e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.2689415042e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.2739554318e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.2789693593e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.2839832869e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.2889972145e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.2940111421e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.2990250696e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.3040389972e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.3090529248e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.3140668524e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.3190807799e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.3240947075e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.3291086351e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.3341225627e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.3391364903e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.3441504178e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.3491643454e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.3541782730e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.3591922006e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.3642061281e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.3692200557e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.3742339833e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.3792479109e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.3842618384e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.3892757660e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.3942896936e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.3993036212e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.4043175487e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.4093314763e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.4143454039e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.4193593315e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.4243732591e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.4293871866e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.4344011142e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.4394150418e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.4444289694e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
1.4494428969e-01 -4.5000000000e-02 2.0000000000e+01 0.0000000000e+00 0
