# step time[s] dt[s] max_speed[m/s] max_vorticity[1/s] max_delta_omega poisson_iters
9960 1.4223570647e-02 1.4280693421e-06 3.9987520200e+01 1.0308694523e+05 1.0818483477e+01 1
10000 1.4280693421e-02 1.4280693421e-06 3.9986063379e+01 1.0308214173e+05 1.0865366802e+01 1
10040 1.4337816194e-02 1.4280693421e-06 3.9984589313e+01 1.0307738625e+05 1.0915801644e+01 1
10080 1.4394938968e-02 1.4280693421e-06 3.9983097308e+01 1.0307267376e+05 1.0973751661e+01 1
10120 1.4452061742e-02 1.4280693421e-06 3.9981587337e+01 1.0306800520e+05 1.1029506963e+01 1
10160 1.4509184515e-02 1.4280693421e-06 3.9980058680e+01 1.0306337527e+05 1.1089314058e+01 1
10200 1.4566307289e-02 1.4280693421e-06 3.9978511291e+01 1.0305878545e+05 1.1183388113e+01 1
10240 1.4623430063e-02 1.4280693421e-06 3.9976944425e+01 1.0305422981e+05 1.1269204909e+01 1
10280 1.4680552837e-02 1.4280693421e-06 3.9975358008e+01 1.0304971082e+05 1.1368192084e+01 1
10320 1.4737675610e-02 1.4280693421e-06 3.9973751280e+01 1.0304522066e+05 1.1475930679e+01 1
10360 1.4794798384e-02 1.4280693421e-06 3.9972124158e+01 1.0304076586e+05 1.1561440559e+01 1
10400 1.4851921158e-02 1.4280693421e-06 3.9970475888e+01 1.0303633531e+05 1.1657841256e+01 1
10440 1.4909043931e-02 1.4280693421e-06 3.9968806268e+01 1.0303193561e+05 1.1759275456e+01 1
10480 1.4966166705e-02 1.4280693421e-06 3.9967114755e+01 1.0302755957e+05 1.1860353321e+01 1
10520 1.5023289479e-02 1.4280693421e-06 3.9965400664e+01 1.0302320538e+05 1.1958379531e+01 1
10560 1.5080412252e-02 1.4280693421e-06 3.9963663862e+01 1.0301887424e+05 1.2059778824e+01 1
10600 1.5137535026e-02 1.4280693421e-06 3.9961903485e+01 1.0301456045e+05 1.2151326951e+01 1
10640 1.5194657800e-02 1.4280693421e-06 3.9960119386e+01 1.0301026796e+05 1.2363200982e+01 1
10680 1.5251780573e-02 1.4280693421e-06 3.9958310870e+01 1.0300599090e+05 1.2588785647e+01 1
10720 1.5308903347e-02 1.4280693421e-06 3.9956477395e+01 1.0300172848e+05 1.2823878840e+01 1
10760 1.5366026121e-02 1.4280693421e-06 3.9954618222e+01 1.0299747441e+05 1.3073158298e+01 2
10800 1.5423148894e-02 1.4280693421e-06 3.9952733164e+01 1.0299323820e+05 1.3322253666e+01 2
10840 1.5480271668e-02 1.4280693421e-06 3.9950821273e+01 1.0298900440e+05 1.3624358155e+01 3
10880 1.5537394442e-02 1.4280693421e-06 3.9948882323e+01 1.0298478775e+05 1.3848914523e+01 3
10920 1.5594517215e-02 1.4280693421e-06 3.9946915357e+01 1.0298057158e+05 1.4126045716e+01 4
10960 1.5651639989e-02 1.4280693421e-06 3.9944920032e+01 1.0297636441e+05 1.4412678614e+01 4
11000 1.5708762763e-02 1.4280693421e-06 3.9942895591e+01 1.0297216068e+05 1.4707736472e+01 4
11040 1.5765885536e-02 1.4280693421e-06 3.9940841151e+01 1.0296795555e+05 1.5003491037e+01 5
11080 1.5823008310e-02 1.4280693421e-06 3.9938756459e+01 1.0296375515e+05 1.5308545671e+01 5
11120 1.5880131084e-02 1.4280693421e-06 3.9936640454e+01 1.0295955030e+05 1.5621051551e+01 6
11160 1.5937253858e-02 1.4280693421e-06 3.9934492836e+01 1.0295534773e+05 1.5942427837e+01 6
11200 1.5994376631e-02 1.4280693421e-06 3.9932312478e+01 1.0295113503e+05 1.6285061155e+01 7
11240 1.6051499405e-02 1.4280693421e-06 3.9930099013e+01 1.0294692619e+05 1.6603016538e+01 7
11280 1.6108622179e-02 1.4280693421e-06 3.9927851434e+01 1.0294270800e+05 1.6938294964e+01 7
11320 1.6165744952e-02 1.4280693421e-06 3.9925568735e+01 1.0293847786e+05 1.7273865472e+01 8
11360 1.6222867726e-02 1.4280693421e-06 3.9923250492e+01 1.0293424219e+05 1.7610700175e+01 8
11400 1.6279990500e-02 1.4280693421e-06 3.9920895463e+01 1.0292999155e+05 1.7832597973e+01 9
11440 1.6337113273e-02 1.4280693421e-06 3.9918503307e+01 1.0292573400e+05 1.7868169616e+01 9
11480 1.6394236047e-02 1.4280693421e-06 3.9916072788e+01 1.0292145904e+05 1.7984563976e+01 10
11520 1.6451358821e-02 1.4280693421e-06 3.9913603355e+01 1.0291717365e+05 1.8110052543e+01 10
11560 1.6508481594e-02 1.4280693421e-06 3.9911093518e+01 1.0291286575e+05 1.8517121221e+01 11
11600 1.6565604368e-02 1.4280693421e-06 3.9908542688e+01 1.0290854516e+05 1.9303037230e+01 11
11640 1.6622727142e-02 1.4280693421e-06 3.9905949540e+01 1.0290420199e+05 2.0129996186e+01 11
11680 1.6679849915e-02 1.4280693421e-06 3.9903312884e+01 1.0289983583e+05 2.0983841547e+01 12
11720 1.6736972689e-02 1.4280693421e-06 3.9900631901e+01 1.0289544616e+05 2.1900609243e+01 12
11760 1.6794095463e-02 1.4280693421e-06 3.9897905114e+01 1.0289103318e+05 2.2797287716e+01 13
11800 1.6851218236e-02 1.4280693421e-06 3.9895131752e+01 1.0288659570e+05 2.3741651548e+01 13
11840 1.6908341010e-02 1.4280693421e-06 3.9892310092e+01 1.0288212553e+05 2.4696568689e+01 14
11880 1.6965463784e-02 1.4280693421e-06 3.9889439404e+01 1.0287763139e+05 2.5550520422e+01 14
11920 1.7022586558e-02 1.4280693421e-06 3.9886518123e+01 1.0287310459e+05 2.6634034542e+01 14
11960 1.7079709331e-02 1.4280693421e-06 3.9883544588e+01 1.0286854220e+05 2.7839952261e+01 15
12000 1.7136832105e-02 1.4280693421e-06 3.9880517571e+01 1.0286394661e+05 2.8974084466e+01 15
12040 1.7193954879e-02 1.4280693421e-06 3.9877435073e+01 1.0285930877e+05 3.0238206302e+01 16
12080 1.7251077652e-02 1.4280693421e-06 3.9874295989e+01 1.0285463468e+05 3.1480771021e+01 16
12120 1.7308200426e-02 1.4280693421e-06 3.9871098188e+01 1.0284991750e+05 3.2637933678e+01 17
12160 1.7365323200e-02 1.4280693421e-06 3.9867840436e+01 1.0284515944e+05 3.3797048806e+01 17
12200 1.7422445973e-02 1.4280693421e-06 3.9864520731e+01 1.0284035588e+05 3.4885341795e+01 18
12240 1.7479568747e-02 1.4280693421e-06 3.9861137821e+01 1.0283550948e+05 3.5905228639e+01 18
12280 1.7536691521e-02 1.4280693421e-06 3.9857689593e+01 1.0283061467e+05 3.6894551849e+01 19
12320 1.7593814294e-02 1.4280693421e-06 3.9854174719e+01 1.0282567468e+05 3.7758287640e+01 19
12360 1.7650937068e-02 1.4280693421e-06 3.9850591145e+01 1.0282068464e+05 3.8572983735e+01 20
12400 1.7708059842e-02 1.4280693421e-06 3.9846937408e+01 1.0281564629e+05 3.9302440447e+01 20
12440 1.7765182615e-02 1.4280693421e-06 3.9843211198e+01 1.0281055500e+05 3.9885459785e+01 21
12480 1.7822305389e-02 1.4280693421e-06 3.9839410790e+01 1.0280541108e+05 4.0494226236e+01 21
12520 1.7879428163e-02 1.4280693421e-06 3.9835532573e+01 1.0280019884e+05 4.0991510100e+01 22
12560 1.7936550936e-02 1.4280693421e-06 3.9831574256e+01 1.0328457643e+05 4.2064197375e+01 22
12600 1.7993673710e-02 1.4280693421e-06 3.9827532841e+01 1.0503266315e+05 4.5065860680e+01 23
12640 1.8050796484e-02 1.4280693421e-06 3.9823406370e+01 1.0678803422e+05 4.8129629929e+01 23
12680 1.8107919257e-02 1.4280693421e-06 3.9819191924e+01 1.0854316431e+05 5.0929610672e+01 24
12720 1.8165042031e-02 1.4280693421e-06 3.9814887735e+01 1.1028972224e+05 5.3884095004e+01 24
12760 1.8222164805e-02 1.4280693421e-06 3.9810519126e+01 1.1201890516e+05 5.6876243713e+01 25
12800 1.8279287579e-02 1.4280693421e-06 3.9807120444e+01 1.1372046451e+05 5.9813052462e+01 25
12840 1.8336410352e-02 1.4280693421e-06 3.9803653095e+01 1.1538509924e+05 6.2771218971e+01 26
12880 1.8393533126e-02 1.4280693421e-06 3.9800115698e+01 1.1700132025e+05 6.5731782703e+01 26
12920 1.8450655900e-02 1.4280693421e-06 3.9796506153e+01 1.1855889548e+05 6.8651633145e+01 27
12960 1.8507778673e-02 1.4280693421e-06 3.9792822894e+01 1.2004623539e+05 7.1504327729e+01 28
13000 1.8564901447e-02 1.4280693421e-06 3.9789064376e+01 1.2145146651e+05 7.4304537728e+01 28
13040 1.8622024221e-02 1.4280693421e-06 3.9785228265e+01 1.2276455731e+05 7.7008455644e+01 28
13080 1.8679146994e-02 1.4280693421e-06 3.9781312264e+01 1.2397623830e+05 7.9492905229e+01 29
13120 1.8736269768e-02 1.4280693421e-06 3.9777314586e+01 1.2507575004e+05 8.1881567887e+01 29
13160 1.8793392542e-02 1.4280693421e-06 3.9773232715e+01 1.2605312400e+05 8.4084987788e+01 30
13200 1.8850515315e-02 1.4280693421e-06 3.9769065250e+01 1.2689810157e+05 8.5956002640e+01 30
13240 1.8907638089e-02 1.4280693421e-06 3.9764809335e+01 1.2760238391e+05 8.7688098531e+01 31
13280 1.8964760863e-02 1.4280693421e-06 3.9760462137e+01 1.2815834382e+05 8.9159185054e+01 31
13320 1.9021883636e-02 1.4280693421e-06 3.9756017039e+01 1.3146068925e+05 9.0724892615e+01 32
13360 1.9079006410e-02 1.4280693421e-06 3.9751469035e+01 1.3531199697e+05 9.1990523308e+01 32
13400 1.9136129184e-02 1.4280693421e-06 3.9746813646e+01 1.3920115764e+05 9.2811722652e+01 33
13440 1.9193251957e-02 1.4280693421e-06 3.9742048103e+01 1.4311323038e+05 9.3169719001e+01 33
13480 1.9250374731e-02 1.4280693421e-06 3.9737168931e+01 1.4701891771e+05 9.2934244812e+01 34
13520 1.9307497505e-02 1.4280693421e-06 3.9732173021e+01 1.5090296922e+05 9.2208807982e+01 34
13560 1.9364620279e-02 1.4280693421e-06 3.9727055728e+01 1.5473524650e+05 9.6523947191e+01 35
13600 1.9421743052e-02 1.4280693421e-06 3.9721813592e+01 1.5848824233e+05 1.0183284421e+02 36
13640 1.9478865826e-02 1.4280693421e-06 3.9716442813e+01 1.6213401557e+05 1.0709423600e+02 36
13680 1.9535988600e-02 1.4280693421e-06 3.9710939426e+01 1.6564061448e+05 1.1221016187e+02 37
13720 1.9593111373e-02 1.4280693421e-06 3.9705299821e+01 1.6897642273e+05 1.1756970196e+02 37
13760 1.9650234147e-02 1.4280693421e-06 3.9699519737e+01 1.7210000437e+05 1.2254026002e+02 37
13800 1.9707356921e-02 1.4280693421e-06 3.9693595135e+01 1.7498670615e+05 1.2719827410e+02 38
13840 1.9764479694e-02 1.4280693421e-06 3.9687523115e+01 1.7760910945e+05 1.3174933550e+02 38
13880 1.9821602468e-02 1.4280693421e-06 3.9681298483e+01 1.7994239711e+05 1.3619300009e+02 39
13920 1.9878725242e-02 1.4280693421e-06 3.9674917995e+01 1.8196037351e+05 1.4023214673e+02 39
13960 1.9935848015e-02 1.4280693421e-06 3.9668379083e+01 1.8364671793e+05 1.4386374505e+02 39
14000 1.9992970789e-02 1.4280693421e-06 3.9661679714e+01 1.8498418176e+05 1.4715998921e+02 40
14040 2.0050093563e-02 1.4280693421e-06 3.9654818767e+01 1.8595710090e+05 1.5018863777e+02 40
14080 2.0107216336e-02 1.4280693421e-06 3.9647794382e+01 1.8655202182e+05 1.5281018460e+02 41
14120 2.0164339110e-02 1.4280693421e-06 3.9640607421e+01 1.8675928330e+05 1.5511394246e+02 41
14160 2.0221461884e-02 1.4280693421e-06 4.0132737518e+01 1.8658446223e+05 1.5719306346e+02 41
14200 2.0278584657e-02 1.4280693421e-06 4.0800639247e+01 1.8602972346e+05 1.5882870394e+02 42
14240 2.0335707431e-02 1.4280693421e-06 4.1428029530e+01 1.8510105730e+05 1.6022290440e+02 42
14280 2.0392830205e-02 1.4280693421e-06 4.1977466458e+01 1.8380009340e+05 1.6111128383e+02 42
14320 2.0449952978e-02 1.4280693421e-06 4.2440175306e+01 1.8925733538e+05 1.6239574167e+02 43
14360 2.0507075752e-02 1.4280693421e-06 4.2883115843e+01 1.9607121347e+05 1.6298389317e+02 44
14400 2.0564198526e-02 1.4280693421e-06 4.3310166933e+01 2.0284734490e+05 1.6141306894e+02 44
14440 2.0621321300e-02 1.4280693421e-06 4.3629208241e+01 2.0955640053e+05 1.5929056686e+02 45
14480 2.0678444073e-02 1.4280693421e-06 4.3832365511e+01 2.1615283516e+05 1.5628642561e+02 45
14520 2.0735566847e-02 1.4280693421e-06 4.3931861930e+01 2.2259928568e+05 1.5194951494e+02 45
14560 2.0792689621e-02 1.4280693421e-06 4.4050075189e+01 2.2884627469e+05 1.4646842763e+02 46
14600 2.0849812394e-02 1.4280693421e-06 4.4039396057e+01 2.3483332949e+05 1.3973604777e+02 46
14640 2.0906935168e-02 1.4280693421e-06 4.3895788058e+01 2.4049548005e+05 1.4075576094e+02 47
14680 2.0964057942e-02 1.4280693421e-06 4.3616423324e+01 2.4576361066e+05 1.4379419043e+02 47
14720 2.1021180715e-02 1.4280693421e-06 4.3340051894e+01 2.5056744690e+05 1.4709979948e+02 48
14760 2.1078303489e-02 1.4280693421e-06 4.2955777767e+01 2.5485031720e+05 1.5165350238e+02 48
14800 2.1135426263e-02 1.4280693421e-06 4.2436336899e+01 2.5854383210e+05 1.5561457103e+02 49
14840 2.1192549036e-02 1.4280693421e-06 4.1785074297e+01 2.6160070154e+05 1.5945526633e+02 49
14880 2.1249671810e-02 1.4280693421e-06 4.1130753476e+01 2.6399988219e+05 1.6318352473e+02 50
14920 2.1306794584e-02 1.4280693421e-06 4.0993915822e+01 2.6572677520e+05 1.6686139417e+02 50
14960 2.1363917357e-02 1.4280693421e-06 4.1093303629e+01 2.6678374780e+05 1.7054810257e+02 51
15000 2.1421040131e-02 1.4280693421e-06 4.1131580272e+01 2.6718489523e+05 1.7404171413e+02 51
15040 2.1478162905e-02 1.4280693421e-06 4.1172299545e+01 2.6694386425e+05 1.7720658222e+02 52
15080 2.1535285678e-02 1.4280693421e-06 4.1694433717e+01 2.6608284258e+05 1.8025851051e+02 52
15120 2.1592408452e-02 1.4280693421e-06 4.2758786753e+01 2.6462993519e+05 1.8303443267e+02 52
15160 2.1649531226e-02 1.4280693421e-06 4.3741231066e+01 2.6261947046e+05 1.8566865256e+02 53
15200 2.1706654000e-02 1.4280693421e-06 4.4764480003e+01 2.6009237609e+05 1.8780743762e+02 53
15240 2.1763776773e-02 1.4280693421e-06 4.5703721161e+01 2.5710245909e+05 1.8945384083e+02 53
15280 2.1820899547e-02 1.4280693421e-06 4.6536628350e+01 2.5368758788e+05 1.9074435431e+02 54
15320 2.1878022321e-02 1.4280693421e-06 4.7258772650e+01 2.4989021355e+05 1.9125300146e+02 54
15360 2.1935145094e-02 1.4280693421e-06 4.7905733569e+01 2.4575147027e+05 1.9099981149e+02 55
15400 2.1992267868e-02 1.4280693421e-06 4.8521795080e+01 2.4130455869e+05 1.8805320220e+02 55
15440 2.2049390642e-02 1.4280693421e-06 4.9015927211e+01 2.3658805565e+05 1.8533039699e+02 56
15480 2.2106513415e-02 1.4280693421e-06 4.9389280189e+01 2.3522802185e+05 1.8235135004e+02 56
15520 2.2163636189e-02 1.4280693421e-06 4.9643085264e+01 2.4277251724e+05 1.7822189206e+02 57
15560 2.2220758963e-02 1.4280693421e-06 4.9779185804e+01 2.5014087489e+05 1.7307663388e+02 58
15600 2.2277881736e-02 1.4280693421e-06 4.9880086627e+01 2.5726980169e+05 1.6648329805e+02 58
15640 2.2335004510e-02 1.4280693421e-06 4.9891918056e+01 2.6409878485e+05 1.5855452649e+02 59
15680 2.2392127284e-02 1.4280693421e-06 4.9790210172e+01 2.7058014230e+05 1.4942807314e+02 59
15720 2.2449250057e-02 1.4280693421e-06 4.9577783859e+01 2.7666021226e+05 1.3922926393e+02 60
15760 2.2506372831e-02 1.4280693421e-06 4.9257471265e+01 2.8228809215e+05 1.3886015451e+02 61
15800 2.2563495605e-02 1.4280693421e-06 4.8846897319e+01 2.8741037281e+05 1.3884767062e+02 61
15840 2.2620618378e-02 1.4280693421e-06 4.8429756496e+01 2.9195820571e+05 1.3839933490e+02 62
15880 2.2677741152e-02 1.4280693421e-06 4.7911872753e+01 2.9589623939e+05 1.3738786869e+02 63
15920 2.2734863926e-02 1.4280693421e-06 4.7296934303e+01 2.9923000205e+05 1.3594539836e+02 63
15960 2.2791986699e-02 1.4280693421e-06 4.6588483615e+01 3.0194096895e+05 1.3409261720e+02 64
16000 2.2849109473e-02 1.4280693421e-06 4.5831753726e+01 3.0401616445e+05 1.3194913314e+02 65
16040 2.2906232247e-02 1.4280693421e-06 4.5071787546e+01 3.0544418194e+05 1.3428893490e+02 65
16080 2.2963355021e-02 1.4280693421e-06 4.4231561168e+01 3.0622605068e+05 1.4169574774e+02 66
16120 2.3020477794e-02 1.4280693421e-06 4.4243599918e+01 3.0637291981e+05 1.4947559162e+02 67
16160 2.3077600568e-02 1.4280693421e-06 4.4312418582e+01 3.0590834195e+05 1.5729471718e+02 67
16200 2.3134723342e-02 1.4280693421e-06 4.4584289829e+01 3.0486225931e+05 1.6511441393e+02 68
16240 2.3191846115e-02 1.4280693421e-06 4.4753706845e+01 3.0327205193e+05 1.7273594734e+02 68
16280 2.3248968889e-02 1.4280693421e-06 4.4736055639e+01 3.0117543011e+05 1.8051869480e+02 69
16320 2.3306091663e-02 1.4280693421e-06 4.4969817368e+01 2.9861114493e+05 1.8717818164e+02 70
16360 2.3363214436e-02 1.4280693421e-06 4.5063976155e+01 2.9559846754e+05 1.9270562433e+02 70
16400 2.3420337210e-02 1.4280693421e-06 4.4977526270e+01 2.9217027889e+05 1.9773039981e+02 71
16440 2.3477459984e-02 1.4280693421e-06 4.5159611286e+01 2.8836699267e+05 2.0219715026e+02 72
16480 2.3534582757e-02 1.4280693421e-06 4.5207758137e+01 2.8422209692e+05 2.0601876809e+02 73
16520 2.3591705531e-02 1.4280693421e-06 4.5093353014e+01 2.7976018104e+05 2.0838277550e+02 73
16560 2.3648828305e-02 1.4280693421e-06 4.5345853600e+01 2.7500341964e+05 2.0964525274e+02 74
16600 2.3705951078e-02 1.4280693421e-06 4.5904210316e+01 2.6997915513e+05 2.0973458543e+02 75
16640 2.3763073852e-02 1.4280693421e-06 4.6441790202e+01 2.6471304061e+05 2.0826191647e+02 76
16680 2.3820196626e-02 1.4280693421e-06 4.6958249793e+01 2.5923040949e+05 2.0545738899e+02 76
16720 2.3877319399e-02 1.4280693421e-06 4.7453315127e+01 2.5355420342e+05 2.0644241777e+02 77
16760 2.3934442173e-02 1.4280693421e-06 4.7926867903e+01 2.4769333004e+05 2.1660091991e+02 78
16800 2.3991564947e-02 1.4280693421e-06 4.8378922979e+01 2.4726751098e+05 2.2614252061e+02 78
16840 2.4048687720e-02 1.4280693421e-06 4.8809263432e+01 2.5475569211e+05 2.3434176175e+02 79
16880 2.4105810494e-02 1.4280693421e-06 4.9217407716e+01 2.6183511173e+05 2.3917058703e+02 80
16920 2.4162933268e-02 1.4280693421e-06 4.9603091680e+01 2.6847121278e+05 2.4161123734e+02 81
16960 2.4220056042e-02 1.4280693421e-06 4.9966367895e+01 2.7463033432e+05 2.4149398108e+02 82
17000 2.4277178815e-02 1.4280693421e-06 5.0307269399e+01 2.8028358549e+05 2.4721855598e+02 82
17040 2.4334301589e-02 1.4280693421e-06 5.0625598856e+01 2.8538978747e+05 2.8080170752e+02 83
17080 2.4391424363e-02 1.4280693421e-06 5.0921298884e+01 2.8986289381e+05 2.9903600767e+02 84
17120 2.4448547136e-02 1.4280693421e-06 5.1194613634e+01 2.9372941313e+05 3.2869740301e+02 84
17160 2.4505669910e-02 1.4280693421e-06 5.1446412027e+01 2.9698892406e+05 3.2410135744e+02 85
17200 2.4562792684e-02 1.4280693421e-06 5.1676696546e+01 2.9963872420e+05 3.3499399103e+02 86
17240 2.4619915457e-02 1.4280693421e-06 5.1886429412e+01 3.0167367838e+05 3.1428497026e+02 86
17280 2.4677038231e-02 1.4280693421e-06 5.2077176173e+01 3.0308715051e+05 2.9780982788e+02 87
17320 2.4734161005e-02 1.4280693421e-06 5.2301007456e+01 3.0387966418e+05 3.1970359907e+02 88
17360 2.4791283778e-02 1.4280693421e-06 5.2540889882e+01 3.0404715883e+05 3.3979900920e+02 89
17400 2.4848406552e-02 1.4280693421e-06 5.2764365948e+01 3.0360734288e+05 3.5787801425e+02 91
17440 2.4905529326e-02 1.4280693421e-06 5.2971527844e+01 3.0259897291e+05 3.7228325115e+02 92
17480 2.4962652099e-02 1.4280693421e-06 5.3162446659e+01 3.0105773981e+05 3.8107840561e+02 93
17520 2.5019774873e-02 1.4280693421e-06 5.3337095188e+01 2.9902055983e+05 4.3726099349e+02 94
17560 2.5076897647e-02 1.4280693421e-06 5.3508037069e+01 2.9652418522e+05 5.2892443946e+02 95
17600 2.5134020420e-02 1.4280693421e-06 5.3771492686e+01 2.9360610313e+05 5.9958585697e+02 96
17640 2.5191143194e-02 1.4280693421e-06 5.4017782687e+01 2.9030373503e+05 6.3661360635e+02 97
17680 2.5248265968e-02 1.4280693421e-06 5.4242822687e+01 2.8665232546e+05 6.8806298876e+02 97
17720 2.5305388742e-02 1.4280693421e-06 5.4442625297e+01 2.8267884875e+05 6.9261401023e+02 98
17760 2.5362511515e-02 1.4280693421e-06 5.4724052907e+01 2.7840942908e+05 6.1993528095e+02 99
17800 2.5419634289e-02 1.4280693421e-06 5.5061503350e+01 2.7387662572e+05 5.5473485046e+02 100
17840 2.5476757063e-02 1.4280693421e-06 5.5927043077e+01 2.6912134597e+05 4.8024318343e+02 101
17880 2.5533879836e-02 1.4280693421e-06 5.6775587172e+01 2.6417367606e+05 5.1919232755e+02 102
17920 2.5591002610e-02 1.4280693421e-06 5.7670134133e+01 2.5906444757e+05 5.5289790526e+02 105
17960 2.5648125384e-02 1.4280693421e-06 5.8123799998e+01 2.5381160013e+05 6.5222768794e+02 108
18000 2.5705248157e-02 1.4280693421e-06 5.8179082372e+01 2.4844091049e+05 8.6611294089e+02 111
18040 2.5762370931e-02 1.4280693421e-06 5.8576422847e+01 2.5484281331e+05 1.0809466790e+03 113
18080 2.5819493705e-02 1.4280693421e-06 5.8457182413e+01 2.7945487546e+05 1.2733247906e+03 114
18120 2.5876616478e-02 1.4280693421e-06 5.8059431700e+01 3.0193702005e+05 1.3975692111e+03 114
18160 2.5933739252e-02 1.4280693421e-06 5.8079633976e+01 3.2061156615e+05 1.4155276133e+03 114
18200 2.5990862026e-02 1.4280693421e-06 5.7821618402e+01 3.3381910563e+05 1.3524777566e+03 112
18240 2.6047984799e-02 1.4280693421e-06 5.9792649637e+01 3.3946474652e+05 1.1182100991e+03 113
18280 2.6105107573e-02 1.4280693421e-06 6.1619847175e+01 3.3540247581e+05 8.3909967458e+02 116
18320 2.6162230347e-02 1.4280693421e-06 6.3189361054e+01 3.1890455585e+05 7.8237459137e+02 120
18360 2.6219353120e-02 1.4280693421e-06 6.4362182588e+01 2.8694037893e+05 7.9422265497e+02 126
18400 2.6276475894e-02 1.4280693421e-06 6.5484075273e+01 3.0969610810e+05 1.2360266999e+03 131
18440 2.6333598668e-02 1.4280693421e-06 6.6361507304e+01 3.3148537185e+05 1.7345808298e+03 135
18480 2.6390721441e-02 1.4280693421e-06 6.6706854794e+01 3.5143571756e+05 2.1986852669e+03 136
18520 2.6447844215e-02 1.4280693421e-06 6.6514331526e+01 3.7236823858e+05 2.5194575964e+03 136
18560 2.6504966989e-02 1.4280693421e-06 6.5998265208e+01 4.0001781363e+05 2.6178292156e+03 132
18600 2.6562089763e-02 1.4280693421e-06 6.6828724956e+01 4.1815533238e+05 2.4149650613e+03 128
18640 2.6619212536e-02 1.4280693421e-06 6.9127601722e+01 4.3335812612e+05 1.8674314557e+03 127
18680 2.6676335310e-02 1.4280693421e-06 7.0932071115e+01 4.6053013899e+05 1.3540166548e+03 129
18720 2.6733458084e-02 1.4280693421e-06 7.2158815595e+01 4.9052042201e+05 1.2283679573e+03 136
18760 2.6790580857e-02 1.4280693421e-06 7.3375767036e+01 5.1947037688e+05 1.4397859348e+03 143
18800 2.6847703631e-02 1.4280693421e-06 7.3769259141e+01 5.4444456676e+05 2.1593319852e+03 151
18840 2.6904826405e-02 1.4280693421e-06 7.9006256355e+01 5.6173247363e+05 2.8631316184e+03 154
18880 2.6961949178e-02 1.4280693421e-06 8.4396218302e+01 5.6783374644e+05 3.4590827021e+03 154
18920 2.7019071952e-02 1.4280693421e-06 9.0211038995e+01 5.6131539655e+05 3.7446763666e+03 149
18960 2.7076194726e-02 1.4280693421e-06 9.6120762526e+01 5.9083457621e+05 3.3411489062e+03 139
19000 2.7133317499e-02 1.4280693421e-06 1.0078462029e+02 6.4357673410e+05 2.6431726929e+03 132
19040 2.7190440273e-02 1.4280693421e-06 1.0333254491e+02 7.0583593315e+05 2.5063916489e+03 130
19080 2.7247563047e-02 1.4280693421e-06 1.0360783578e+02 7.7219217691e+05 2.9546980710e+03 132
19120 2.7304685820e-02 1.4280693421e-06 1.0107489921e+02 8.2978344831e+05 3.4042341487e+03 139
19160 2.7361808594e-02 1.4280693421e-06 9.6716921103e+01 8.7056881224e+05 3.6750843616e+03 145
19200 2.7418931368e-02 1.4280693421e-06 1.0215012989e+02 8.9087692167e+05 3.6201930175e+03 147
19240 2.7476054141e-02 1.4280693421e-06 1.1083735964e+02 1.0294111215e+06 4.1740612344e+03 159
19280 2.7533176915e-02 1.4280693421e-06 1.2397815210e+02 1.1165639924e+06 4.6770125421e+03 176
19320 2.7590299689e-02 1.4280693421e-06 1.3308536103e+02 1.1066828321e+06 4.6676366548e+03 180
